Bin ID	Method	Tax	Tax 16S	Length	GC perc	Num contigs	Disparity	Completeness	Contamination	Strain het	Coverage 100	TPM 100	Coverage 102	TPM 102	Coverage 104	TPM 104	Coverage 106	TPM 106	Coverage 108	TPM 108	Coverage 110	TPM 110	Coverage 11	TPM 11	Coverage 123	TPM 123	Coverage 124	TPM 124	Coverage 125	TPM 125	Coverage 126	TPM 126	Coverage 127	TPM 127	Coverage 128	TPM 128	Coverage 129	TPM 129	Coverage 130	TPM 130	Coverage 131	TPM 131	Coverage 132	TPM 132	Coverage 133	TPM 133	Coverage 134	TPM 134	Coverage 13	TPM 13	Coverage 15	TPM 15	Coverage 17	TPM 17	Coverage 19	TPM 19	Coverage 1	TPM 1	Coverage 21	TPM 21	Coverage 23	TPM 23	Coverage 25	TPM 25	Coverage 27	TPM 27	Coverage 29	TPM 29	Coverage 31	TPM 31	Coverage 44	TPM 44	Coverage 45	TPM 45	Coverage 46	TPM 46	Coverage 47	TPM 47	Coverage 48	TPM 48	Coverage 49	TPM 49	Coverage 4	TPM 4	Coverage 50	TPM 50	Coverage 51	TPM 51	Coverage 52	TPM 52	Coverage 53	TPM 53	Coverage 54	TPM 54	Coverage 55	TPM 55	Coverage 80	TPM 80	Coverage 83	TPM 83	Coverage 88	TPM 88	Coverage 90	TPM 90	Coverage 92	TPM 92	Coverage 94	TPM 94	Coverage 96	TPM 96	Coverage 98	TPM 98	Coverage 9	TPM 9
MAG_133	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella		4046250	48.94	740	0.607	89.52	8.06	18.24	35.437	9855.641	38.124	9452.34	56.308	17804.061	27.439	7192.278	43.812	12696.763	56.396	17355.418	18.305	4429.3	33.22	10149.374	35.008	10822.631	34.464	11481.228	32.632	10354.605	43.147	12857.121	40.153	12755.632	67.801	22801.371	31.599	10019.068	42.603	13774.754	34.224	12024.224	30.298	10242.538	39.186	12155.682	26.661	8361.619	20.721	5294.777	24.559	6836.248	22.286	5431.57	13.122	15709.462	18.373	4559.638	42.857	9539.325	23.462	6707.196	23.795	6168.841	22.821	6051.23	19.212	5964.719	32.045	9574.78	53.836	17031.337	42.635	13535.116	29.271	8373.175	46.428	14102.929	39.107	11505.5	33.768	37025.179	55.751	22500.39	69.22	24718.634	49.26	13307.059	45.03	12992.534	39.652	12584.513	51.779	15970.904	12.338	13575.557	32.482	38495.8	19.665	4548.595	41.468	11853.62	24.11	7647.149	29.726	7101.337	52.708	17609.482	38.381	12316.941	14.363	4443.437
MAG_134	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales		2260866	55.66	135	0.143	89.81	1.25	0.0	0.426	118.588	0.462	114.615	0.824	260.498	0.376	98.442	0.865	250.492	0.52	160.068	0.444	107.462	8.562	2615.408	3.417	1056.061	6.61	2201.875	7.983	2532.546	2.72	810.272	4.519	1435.295	7.975	2681.733	5.214	1652.832	10.811	3495.338	3.969	1394.209	10.237	3460.347	9.59	2974.617	1.933	606.206	1.242	317.145	1.672	465.394	0.482	117.418	3.102	3712.775	1.201	297.889	0.786	174.959	2.184	624.395	1.889	489.541	1.908	505.755	3.729	1157.43	13.747	4107.229	2.905	918.936	22.855	7254.641	9.602	2746.483	18.587	5645.056	3.88	1141.591	1.355	1485.483	19.349	7807.281	11.98	4277.838	50.548	13654.02	24.511	7071.502	30.54	9691.299	37.649	11611.507	3.534	3888.604	1.758	2083.293	0.844	195.24	0.322	91.9	0.449	142.352	0.86	205.501	0.302	100.994	0.494	158.423	1.169	361.501
MAG_135	DAS	k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Treponemataceae;g_Treponema;s_Treponema rectale		1155873	40.73	196	0.55	49.9	0.77	0.0	3.346	931.129	5.188	1286.686	6.685	2115.092	4.114	1078.941	7.761	2249.995	11.313	3483.779	3.962	959.373	0.265	80.848	0.722	223.189	0.405	134.953	0.34	108.067	0.287	85.49	0.446	141.967	4.083	1373.6	0.235	74.389	0.565	182.797	0.49	172.315	0.365	123.352	0.748	232.393	1.241	389.484	3.471	887.576	3.353	933.878	2.928	714.281	0.28	335.573	3.572	887.155	6.585	1466.79	6.546	1872.686	8.49	2202.765	5.143	1364.957	1.655	514.341	0.689	205.977	1.463	463.064	0.296	94.193	0.53	151.619	1.147	348.583	0.547	161.053	2.034	2232.016	5.533	2233.977	4.966	1774.261	0.61	164.886	3.292	950.433	0.789	250.483	0.587	181.072	0.274	301.589	0.994	1179.035	3.287	760.84	14.742	4216.716	2.379	754.723	5.261	1257.517	4.089	1367.065	10.103	3243.956	6.413	1984.965
MAG_136	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		1696786	53.07	251	0.0	74.63	2.25	50.0	0.163	45.321	0.222	54.91	0.379	119.663	0.298	78.202	0.256	74.037	0.295	90.821	0.609	147.407	0.937	286.194	0.805	248.814	1.182	393.528	1.436	455.625	1.045	311.244	1.36	432.017	2.133	717.157	1.388	440.069	1.117	361.094	1.397	490.83	1.244	420.444	1.377	426.878	1.895	594.266	1.737	443.822	2.03	564.891	3.685	897.903	2.017	2414.029	0.327	81.063	1.201	267.26	3.077	879.175	2.845	737.23	1.991	527.876	1.216	377.395	1.288	384.536	1.567	495.775	1.086	344.601	0.871	249.038	1.505	457.174	0.976	287.059	1.202	1317.194	2.368	955.281	2.127	759.45	1.419	383.262	1.072	309.157	1.126	357.372	0.647	199.466	2.542	2796.646	1.339	1587.133	0.189	43.687	0.242	69.044	0.097	30.677	0.396	94.632	0.316	105.488	0.35	112.3	0.64	197.779
MAG_137	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		2114218	49.01	281	0.02	79.17	1.37	60.0	0.097	26.896	0.273	67.716	0.765	241.958	0.751	196.791	0.283	81.97	0.127	39.012	0.132	31.924	17.602	5377.54	30.674	9482.861	6.49	2161.788	0.702	222.595	1.266	377.111	15.171	4819.292	0.877	294.855	3.742	1186.419	9.082	2936.589	12.47	4381.247	5.312	1795.857	1.482	459.754	7.174	2250.331	0.133	33.958	0.116	32.214	0.126	30.637	2.664	3188.62	0.125	31.09	0.166	36.903	0.162	46.412	0.149	38.658	0.787	208.742	0.105	32.615	4.141	1237.325	0.905	286.14	264.56	83995.589	0.712	203.771	0.492	149.462	0.273	80.414	3.623	3972.154	0.764	308.483	0.623	222.554	11.355	3068.246	0.326	93.975	36.719	11654.686	0.299	92.234	3.56	3916.412	4.36	5166.567	1.459	337.385	3.428	979.896	0.246	77.896	0.113	27.089	0.147	48.968	1.132	363.346	0.784	242.698
MAG_138	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1087651	29.13	78	0.0	71.71	1.82	50.0	0.111	30.842	0.156	38.708	0.1	31.801	0.165	43.368	0.108	31.254	0.11	33.962	0.128	30.894	0.144	44.135	0.199	61.613	0.171	56.918	0.498	158.202	0.245	72.952	2.421	769.554	0.062	20.986	1.489	472.416	0.161	52.088	0.365	128.312	0.158	53.579	0.308	95.513	0.06	18.705	0.219	55.896	0.092	25.476	0.151	36.844	0.174	208.015	0.029	7.264	0.055	12.236	0.055	15.593	0.171	44.268	0.208	55.243	0.049	15.316	0.245	73.103	1.816	574.78	0.173	55.068	1.191	340.895	0.253	76.996	1.146	337.294	0.253	277.19	0.063	25.628	0.06	21.304	0.175	47.232	1.528	441.013	18.769	5960.286	0.153	47.1	0.196	215.989	0.333	395.235	0.227	52.419	0.114	32.722	0.129	40.883	0.151	36.013	0.112	37.56	0.548	175.855	0.08	24.83
MAG_139	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		1912079	48.1	331	0.007	83.14	0.67	25.0	0.091	25.174	18.798	4661.16	0.161	50.932	0.253	66.303	1.46	423.08	0.527	162.08	0.184	44.511	72.844	22254.193	13.67	4226.078	4.895	1630.859	2.179	691.215	3.011	897.356	24.712	7849.934	1.325	445.667	369.056	117006.827	2.313	747.735	4.909	1724.512	65.57	22165.287	66.405	20598.676	0.103	32.164	0.122	31.276	0.203	56.617	0.112	27.283	1.284	1536.829	0.119	29.643	0.159	35.305	0.092	26.363	0.115	29.942	0.129	34.243	0.105	32.641	3.676	1098.518	1.516	479.928	0.443	140.638	1.253	358.48	5.22	1585.596	0.695	204.631	0.847	928.642	1.97	794.868	1.088	388.598	3.331	900.097	1.235	356.261	3.718	1179.92	0.69	212.867	1.731	1904.786	0.955	1131.802	6.844	1583.197	0.267	76.442	0.208	65.949	0.234	55.854	0.149	49.757	0.846	271.526	0.15	46.508
MAG_140	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales		2034996	52.18	378	0.019	72.92	0.18	100.0	0.389	108.117	0.818	202.951	0.726	229.481	0.579	151.876	0.701	203.157	0.788	242.575	1.596	386.02	3.545	1083.257	2.262	699.464	3.45	1149.674	2.799	888.512	3.88	1156.439	4.339	1378.855	2.262	761.079	5.096	1616.098	2.471	799.154	4.028	1415.979	2.176	735.832	3.69	1145.144	1.251	392.167	0.892	227.76	0.858	238.795	1.697	413.462	3.685	4412.664	0.918	227.853	1.021	227.191	0.924	264.162	1.302	337.37	1.505	398.991	1.317	408.801	0.859	256.532	1.177	372.378	1.087	345.122	0.887	253.839	1.366	415.092	0.901	265.073	0.846	927.573	1.877	757.619	1.638	585.062	1.179	318.672	0.978	282.301	1.714	544.335	1.377	424.921	4.129	4543.817	1.131	1340.51	0.585	135.189	0.7	200.149	0.37	117.362	0.775	185.182	0.749	250.42	0.747	239.712	1.197	370.153
MAG_141	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae;n_unclassified Lachnospiraceae;s_Lachnospiraceae bacterium		2289464	46.05	672	0.072	89.6	2.19	50.0	2.243	623.986	3.154	782.131	2.459	777.531	1.169	306.422	2.46	712.924	2.383	733.338	3.909	945.96	0.488	149.264	0.738	228.167	0.436	145.142	0.627	199.112	0.514	153.243	0.496	157.476	0.663	222.963	0.605	191.842	0.556	179.784	0.429	150.729	0.52	175.769	0.596	185.046	2.245	704.303	2.248	574.675	2.952	821.975	2.974	725.1	1.566	1875.339	1.542	382.745	4.499	1001.909	2.311	660.78	4.691	1216.407	4.163	1104.217	2.386	740.794	0.558	166.6	0.52	164.431	0.511	162.088	0.538	153.785	0.689	209.174	0.435	127.844	0.796	872.38	0.719	290.193	1.065	380.558	0.592	160.016	0.807	232.799	0.526	166.956	0.397	122.453	1.344	1479.721	0.843	998.799	1.486	343.832	2.189	625.841	1.521	482.411	4.939	1180.126	4.815	1609.26	2.397	769.129	1.48	457.978
MAG_142	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		2148624	54.66	126	0.117	90.4	1.04	0.0	0.284	79.126	0.444	110.063	1.124	355.454	0.465	121.854	0.785	227.542	1.581	486.555	5.078	1228.714	2.376	726.07	2.04	630.769	2.865	954.594	2.525	801.162	2.396	713.987	2.761	877.078	4.161	1399.446	2.564	813.034	2.561	828.052	2.159	758.7	3.083	1042.472	2.517	780.889	5.652	1772.903	3.705	946.82	4.111	1144.37	10.191	2484.031	2.144	2566.58	0.822	204.133	0.812	180.769	5.236	1496.64	9.852	2553.884	5.502	1459.12	7.514	2333.05	2.397	716.133	2.533	801.373	3.082	978.558	2.959	846.538	2.209	670.938	2.68	788.725	0.543	594.759	3.098	1250.424	1.62	578.424	2.695	728.186	2.67	770.435	2.924	927.969	2.724	840.158	2.511	2763.175	0.679	805.233	0.56	129.439	0.947	270.715	0.297	94.277	0.84	200.715	1.317	439.907	1.377	442.195	3.41	1055.068
MAG_143	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		1312391	52.68	195	0.0	76.16	1.01	100.0	0.121	33.605	0.547	135.519	0.368	116.295	0.224	58.688	0.276	79.851	0.238	73.293	0.672	162.581	3.828	1169.638	4.604	1423.642	2.725	907.985	2.011	637.985	3.072	915.785	2.83	899.207	0.795	267.44	8.435	2674.559	3.267	1056.626	2.413	847.951	3.0	1014.664	2.478	768.707	0.596	186.982	0.496	126.723	0.423	117.677	0.776	189.064	0.785	939.573	0.219	54.297	0.254	56.559	0.446	127.499	0.552	143.178	0.531	140.762	0.598	185.662	5.88	1757.316	7.56	2392.642	4.545	1442.959	6.371	1822.88	4.71	1430.824	6.911	2033.863	0.306	335.278	0.821	331.457	0.987	352.465	6.092	1646.116	5.957	1719.161	5.688	1805.375	5.087	1569.402	0.929	1022.244	0.396	469.052	0.412	95.341	0.317	90.602	0.154	48.873	0.257	61.379	0.229	76.488	0.269	86.429	0.476	147.251
MAG_144	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		3932482	41.76	494	0.346	84.46	3.62	30.77	9.59	2667.3	7.441	1845.033	5.095	1610.989	2.752	721.526	2.443	707.866	6.631	2041.222	3.712	898.788	0.342	104.415	0.366	113.281	0.477	158.857	0.667	211.745	0.656	195.529	0.565	179.365	0.7	235.63	0.506	160.603	0.589	190.346	0.799	280.757	0.528	178.624	0.731	226.893	2.405	754.603	2.933	749.978	2.26	629.512	2.295	559.773	3.553	4253.583	4.911	1219.184	9.015	2008.011	1.925	550.557	5.751	1491.524	1.283	340.447	1.39	431.993	0.858	256.586	0.58	183.462	0.521	165.344	0.869	248.698	0.518	157.257	0.384	112.875	1.019	1117.258	0.853	344.295	0.725	258.989	0.461	124.505	1.042	300.629	0.512	162.657	0.913	281.59	3.884	4273.907	1.295	1535.18	2.077	480.307	2.757	788.205	3.05	967.495	8.279	1977.586	5.541	1851.513	9.563	3068.966	3.111	962.55
MAG_145	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella		2006888	43.64	298	0.0	72.79	1.19	25.0	2.771	770.917	2.242	555.997	5.018	1586.648	3.049	799.453	3.54	1026.019	9.345	2876.69	1.076	260.236	2.475	756.251	3.063	947.194	1.982	660.354	1.83	580.883	2.364	704.629	1.838	584.078	7.465	2510.974	1.937	614.235	2.669	863.048	2.916	1024.566	1.871	632.732	2.389	741.292	1.751	549.296	2.634	673.287	1.439	400.568	1.519	370.295	2.971	3557.597	2.553	633.579	9.199	2048.028	1.543	441.066	1.941	503.106	1.215	322.344	1.398	434.042	2.456	734.058	3.639	1151.4	2.777	881.606	1.547	442.422	2.493	757.517	2.982	877.438	8.679	9517.067	6.911	2789.605	7.058	2520.702	2.935	793.037	2.397	691.8	2.013	639.01	2.933	904.71	2.719	2992.752	6.628	7855.687	1.769	409.317	4.234	1210.643	1.72	545.683	2.894	691.498	4.496	1502.687	2.83	908.397	1.192	368.609
MAG_146	DAS	k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Synergistes;s_Synergistes jonesii		1705959	58.17	78	0.0	86.92	0.73	50.0	0.104	28.825	0.128	31.674	0.237	74.896	0.134	35.113	0.198	57.292	0.164	50.586	0.951	229.877	1.179	360.289	1.682	519.794	2.939	979.188	1.385	439.326	0.581	173.118	1.303	413.741	0.201	67.578	0.243	76.965	2.766	894.325	1.935	679.514	1.858	628.267	1.88	583.046	0.897	281.371	0.501	128.021	0.666	185.301	1.225	298.603	0.268	320.119	0.156	38.617	0.148	33.038	1.13	322.875	2.219	575.232	0.832	220.479	2.207	685.07	3.948	1179.453	7.655	2421.795	10.105	3208.064	5.279	1510.382	8.219	2496.609	8.385	2466.65	0.178	195.08	0.182	73.561	0.297	106.063	22.492	6076.09	11.899	3432.934	14.502	4602.362	19.285	5947.736	0.317	348.123	0.232	274.318	0.121	28.029	0.198	56.676	0.1	31.595	0.127	30.37	0.131	43.795	0.163	52.489	0.486	150.254
MAG_147	DAS	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas		4129164	63.09	743	0.0	80.19	1.49	41.67	0.16	44.385	0.234	58.08	0.154	48.692	0.176	46.234	0.184	53.465	0.142	43.66	0.258	62.326	0.251	76.733	0.244	75.27	0.617	205.447	0.359	113.812	0.287	85.345	0.437	138.592	0.302	101.573	0.291	92.226	0.355	114.738	0.596	209.137	0.375	126.773	0.622	192.78	0.222	69.522	0.218	55.574	0.182	50.531	0.23	55.953	0.161	193.335	0.215	53.389	0.202	44.921	0.227	64.991	0.194	50.244	0.258	68.246	0.215	66.629	1.698	507.184	1.157	365.919	2.357	747.742	1.802	515.193	1.667	506.216	1.319	387.906	0.124	135.745	1.133	456.987	1.409	502.783	2.179	588.471	1.551	447.281	2.178	690.88	1.317	406.068	0.202	222.473	0.157	186.33	0.128	29.733	0.153	43.831	0.147	47.025	0.144	34.52	0.125	41.618	0.136	43.72	0.185	57.082
MAG_148	DAS	k_Bacteria;n_PVC group;p_Lentisphaerae;c_Lentisphaeria		2433508	59.62	1011	0.139	81.8	0.0	0.0	0.045	12.572	0.078	19.204	0.201	63.669	0.075	19.721	0.088	25.642	0.088	27.051	0.12	29.088	1.29	393.866	0.429	132.542	5.01	1668.677	0.633	200.817	4.322	1287.827	2.737	868.942	0.22	73.861	0.701	222.209	2.623	848.053	1.353	475.409	0.754	255.005	0.914	283.294	0.123	38.525	0.107	27.274	0.098	27.133	0.126	30.749	0.582	696.407	0.061	15.167	0.076	16.899	0.101	28.807	0.133	34.605	0.114	30.098	0.12	37.145	0.445	132.822	0.392	124.007	0.63	199.866	0.61	174.558	0.509	154.523	0.619	182.06	0.921	1009.979	0.241	97.336	0.201	71.72	0.541	146.13	0.471	135.921	0.502	159.374	0.506	155.925	0.907	997.539	1.59	1883.798	0.102	23.656	0.086	24.615	0.207	65.688	0.083	19.808	0.113	37.597	0.115	36.895	0.08	24.704
MAG_149	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		1250503	32.56	84	0.583	81.47	0.0	0.0	0.109	30.382	0.281	69.765	0.191	60.647	0.249	65.822	0.15	43.841	0.158	48.889	0.155	37.66	0.726	222.034	0.314	97.236	0.355	119.165	0.357	114.268	0.712	212.8	0.404	129.477	0.12	40.487	0.57	181.225	0.546	177.044	0.66	232.696	0.365	123.839	0.413	128.395	0.148	46.744	0.207	53.075	0.415	115.882	0.119	29.395	0.429	517.728	0.126	31.325	0.125	28.069	0.247	70.884	0.149	38.875	0.562	149.218	0.095	29.686	17.691	5290.282	0.344	109.162	2.761	877.365	0.449	129.031	24.549	7461.624	0.278	82.136	0.93	1026.639	0.134	54.616	0.253	90.385	22.508	6083.797	0.501	144.981	8.726	2771.626	0.356	110.068	0.462	512.672	1.093	1303.78	0.117	27.206	0.158	45.202	0.13	41.738	0.332	79.407	0.121	40.736	0.196	63.053	0.862	266.884
MAG_150	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		2230274	60.28	571	0.064	90.79	4.55	40.0	0.333	92.649	0.545	135.147	1.274	403.034	0.641	167.983	0.738	213.659	0.654	201.143	1.485	359.308	2.801	855.684	2.539	784.871	4.374	1456.78	2.569	815.183	3.461	1031.113	4.424	1405.321	1.403	471.805	3.804	1205.933	6.849	2214.313	4.74	1665.398	4.958	1676.051	3.443	1067.793	1.771	555.398	1.124	287.267	1.197	333.005	1.804	439.69	2.55	3051.909	0.642	159.353	0.704	156.712	1.766	504.552	2.778	720.008	1.704	451.898	2.6	807.351	4.241	1266.951	4.745	1500.763	6.759	2145.616	5.554	1588.659	4.299	1305.579	5.09	1497.512	0.891	976.905	1.394	562.327	1.388	495.414	6.43	1737.267	6.715	1937.308	7.553	2396.867	7.046	2172.804	2.993	3292.611	1.217	1441.388	0.377	87.123	0.628	179.291	0.285	90.528	0.496	118.489	0.639	213.334	0.7	224.615	1.098	339.733
MAG_151	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		3414582	55.21	870	0.036	76.82	3.74	75.0	0.277	77.107	0.72	178.597	1.291	407.926	0.525	137.635	0.708	205.133	0.592	182.087	1.167	282.376	11.016	3365.25	9.376	2898.079	8.159	2717.796	5.126	1626.14	13.9	4141.314	8.6	2731.687	2.44	820.305	6.99	2215.569	10.302	3330.334	7.021	2466.308	7.484	2529.463	4.88	1513.835	0.94	294.783	0.495	126.333	1.051	292.49	0.918	223.74	24.724	29589.677	0.455	112.861	0.466	103.723	0.77	220.136	0.806	208.834	0.695	184.289	0.753	233.795	3.637	1086.516	12.695	4015.976	5.313	1686.538	1.846	527.924	4.174	1267.614	3.784	1113.24	4.678	5128.427	1.5	605.401	1.407	502.272	3.234	873.593	1.671	481.991	2.328	738.527	2.443	753.538	30.647	33710.933	8.959	10614.588	0.673	155.822	0.899	256.834	0.305	96.753	0.543	129.635	0.862	288.117	0.666	213.836	0.878	271.698
MAG_152	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		2657970	62.36	182	0.012	82.2	2.73	33.33	0.479	133.071	0.893	221.279	0.934	295.178	0.768	201.193	0.997	288.713	0.72	221.39	1.33	321.755	6.246	1907.637	6.481	2002.821	8.152	2714.47	5.733	1818.146	10.063	2997.277	6.415	2036.953	3.12	1048.647	7.43	2354.402	6.669	2155.283	7.182	2522.011	6.603	2231.109	6.378	1977.511	1.277	400.229	0.895	228.442	0.925	257.194	1.478	360.181	9.319	11151.539	1.056	261.813	0.985	219.093	1.093	312.131	1.108	287.007	1.284	340.145	1.327	411.886	2.459	734.15	3.633	1148.498	3.137	995.488	2.425	693.278	3.619	1098.59	2.589	761.239	2.606	2856.588	3.568	1439.316	4.433	1582.157	3.116	841.317	2.16	622.959	4.34	1376.504	3.619	1115.705	10.864	11947.209	3.842	4551.616	0.749	173.121	0.91	259.908	0.467	147.927	0.779	186.029	0.707	235.938	0.755	242.154	1.105	341.906
MAG_153	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae		2285077	44.77	810	0.304	74.86	4.07	46.67	0.141	39.183	0.177	43.758	0.173	54.571	0.1	26.334	0.245	71.103	0.15	46.02	0.244	58.963	1.575	481.373	9.016	2787.956	0.691	230.359	0.467	148.194	0.972	289.683	0.689	218.865	2.088	702.318	0.625	198.122	1.155	373.691	0.408	143.571	4.369	1477.132	0.511	158.55	0.202	63.347	0.185	47.228	0.173	48.231	0.285	69.414	1.285	1538.51	0.394	97.838	0.236	52.547	0.192	54.85	0.278	72.044	0.228	60.36	0.224	69.632	0.437	130.541	0.628	198.797	0.475	150.789	0.416	119.159	0.474	144.07	0.41	120.544	0.295	323.565	8.618	3480.769	2.6	928.793	0.521	140.847	0.477	137.52	0.364	115.491	0.365	112.639	1.187	1306.394	0.42	497.528	0.121	28.082	0.317	90.609	0.092	29.148	0.113	27.064	0.159	53.109	0.149	47.897	0.219	67.673
MAG_154	DAS	k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Succinivibrionaceae;g_Ruminobacter;n_unclassified Ruminobacter;s_Ruminobacter sp.		1795934	44.2	117	0.07	80.93	0.0	0.0	2.135	594.049	1.859	461.047	9.569	3026.246	3.404	892.442	3.254	943.006	6.829	2101.866	7.221	1747.886	7.624	2330.034	21.639	6691.07	5.931	1976.515	16.399	5205.229	10.905	3250.625	16.941	5383.649	9.715	3267.808	5.415	1717.915	16.908	5468.047	17.241	6059.003	10.817	3658.142	20.13	6246.517	1.617	507.168	5.639	1441.189	2.242	624.285	4.221	1028.989	1.148	1374.495	0.948	235.277	2.954	657.96	2.994	856.018	3.957	1026.073	2.743	727.499	4.522	1404.15	13.116	3920.389	8.64	2734.289	12.096	3841.544	14.766	4225.153	7.022	2133.5	8.638	2542.25	1.052	1154.105	7.927	3200.12	12.647	4517.605	19.999	5404.227	6.257	1806.072	6.35	2016.029	5.686	1754.399	1.197	1317.141	2.467	2925.223	2.826	653.915	5.941	1698.493	2.58	818.231	6.091	1455.222	7.044	2353.794	4.406	1414.131	3.473	1074.787
MAG_155	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Ligilactobacillus salivarius		2072075	33.0	148	0.339	99.02	0.98	0.0	6.013	1673.313	197.425	48979.29	3.063	968.816	243.629	63892.448	3.302	957.063	86.609	26666.117	17.321	4193.193	0.56	171.228	13.2	4083.546	10.542	3514.696	9.13	2899.13	9.034	2693.898	11.04	3509.446	0.781	262.66	11.956	3793.426	0.704	227.713	8.629	3033.579	0.555	187.697	15.018	4661.707	19.785	6208.129	44.544	11386.633	36.005	10025.669	37.76	9208.254	0.171	204.557	37.941	9420.768	32.315	7195.552	7.729	2210.208	25.1	6508.397	17.769	4713.386	28.024	8705.249	11.22	3355.135	1.917	606.747	1.797	570.767	7.093	2030.471	4.601	1398.42	5.737	1689.096	0.227	249.066	11.426	4614.641	11.579	4137.3	1.172	316.809	4.469	1290.193	0.748	237.574	7.405	2286.042	0.187	205.472	0.292	346.426	8.4	1943.522	159.007	45476.356	168.708	53539.605	109.892	26263.443	68.683	22958.193	111.896	35926.357	17.946	5555.415
MAG_156	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;n_unclassified Clostridia;s_Clostridia bacterium		1407138	60.54	260	0.0	72.94	1.43	25.0	0.139	38.55	0.261	64.633	0.478	151.111	0.267	69.994	0.355	102.941	0.336	103.533	0.751	181.811	2.371	724.193	1.447	447.237	1.442	480.125	1.768	561.043	1.802	536.91	1.896	602.052	0.542	182.045	1.286	407.801	3.188	1030.688	1.873	657.709	2.332	788.374	3.086	956.886	0.656	205.74	0.733	187.34	0.505	140.74	0.698	169.991	2.582	3090.932	0.293	72.679	0.316	70.295	0.568	162.539	0.662	171.691	0.547	144.973	0.528	164.026	3.539	1057.371	3.34	1056.659	4.615	1465.198	4.639	1327.052	3.296	1001.217	4.523	1330.852	1.465	1606.969	0.569	229.603	0.589	210.201	6.326	1709.239	4.565	1317.149	2.546	807.985	2.194	676.583	3.986	4385.701	2.362	2799.347	0.319	73.638	0.309	88.418	0.148	46.963	0.388	92.568	0.273	91.072	0.377	120.862	0.657	203.293
